__str__,video_type,id,title,description,access_tier,access_reason,access_expiry,length,max_resolution,season,episode_number,creation_date,update_date,live_start_date,live_end_date,is_live,is_featured,location_file,location_folder,thumbnail_image,episode_image,feature_image,available_regions,maturity_rating,is_kids,genre,lead_roles,guest_roles,directors,contract,trailer_movie,trailer_season,content_type,object_id,airtable_record,sync_status,tags,organizations,Reason for Deleting
The Gaither Gospel Hour :: 1 :: Best Of Sandi Patty,Episode,16259,Best Of Sandi Patty,"Hosted by Bill Gaither, it offers decades of footage featuring Sandi's best-loved performances on the Gaither stage. Also enjoy warm interviews with Sandi and her parents that give listeners a glimpse into the heart of this international superstar, whose music has touched countless millions. ",1_FREE,,,57:29,1080,The Gaither Gospel Hour :: 1,82,2022-03-01 14:44,2024-08-14 12:00,2022-03-13 00:00,2024-08-13 00:00,,,TGHH_BEST_OF_SANDI_PATTY_SINGLE,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BEST_OF_SANDI_PATTY_SINGLE.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recDDkzOTzT4QAljj,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Statler Brothers Farewell,Episode,16260,Statler Brothers Farewell,"This celebration highlights the songs, the moments and the legacy of their incredible musical journey, and features many of their well-loved classics, including: Class Of '57, Bed Of Roses, Whatever Happened To Randolph Scott, Flowers On The Wall, and many others. Relive the memories and cherish the music in this unforgettable Statler Brothers Farewell Concert.",1_FREE,,,57:29,1080,The Gaither Gospel Hour :: 1,81,2022-03-01 14:44,2024-08-14 12:00,2022-03-12 00:00,2024-08-13 00:00,,,TGHH_STATLER_BROTHERS_FAREWELL,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_STATLER_BROTHERS_FAREWELL.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recFlWqRWAqInjVZx,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Best Of The Booth Brothers,Episode,16704,Best Of The Booth Brothers,"Woven into this musical scrapbook are never-before-seen interviews with Michael Booth, Ronnie Booth and Jim Brady. With heart and humor, this video keepsake offers an unprecedented glimpse into the lives, the souls and the musical journey of The Booth Brothers.",1_FREE,,,57:29,1080,The Gaither Gospel Hour :: 1,86,2022-04-01 21:38,2024-08-14 12:00,2022-04-03 00:00,2024-08-13 00:00,,,TGHH_BEST_OF_THE_BOOTH_BROTHERS,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BEST_OF_THE_BOOTH_BROTHERS.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recULyLi1Dnjq1Qsb,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Church In The Wildwood,Episode,16705,Church In The Wildwood,"Are you looking for a place where you can escape the uproar of life and listen for the voice of the Creator? Then follow the Homecoming choir to a little church in the wildwood where they sing cherished hymns about an old time preacher man, Jonah and the whale, and heavenly sunlight. Rev. Franklin Graham joins Bill Gaither and friends for a video retreat in the mountains of North Carolina, where you can hear God on the mountain.",1_FREE,,,57:30,1080,The Gaither Gospel Hour :: 1,85,2022-04-01 21:38,2024-08-14 12:00,2022-04-02 00:00,2024-08-13 00:00,,,TGHH_CHURCH_IN_THE_WILDWOOD,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_CHURCH_IN_THE_WILDWOOD.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,rec2SLpb8XI5nfeO5,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Joey+Rory: Singer And The Song,Episode,16761,Joey+Rory: Singer And The Song,"Award-winning artist and storyteller Rory Feek has found “a new normal” parenting his daughter Indiana, authoring a bestseller, managing his farm and singing for the first time since the passing of his wife, Joey. This collection features 20 songs that brought out the best in these sweethearts’ lives and careers, including some of their most-request hits, along with a personal, 28-page booklet from Rory. The DVD includes a tour of the farm, acoustic performances by Rory and an interview with Bill Gaither that captures Rory’s ever-inspiring story of hope.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,88,2022-04-05 20:42,2024-08-14 12:00,2022-04-10 00:00,2024-08-13 00:00,,,TGHH_JOEY_RORY_SINGER_SONG,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_JOEY_RORY_SINGER_SONG.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recu2MwFNdRD0BOVN,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Oak Ridge Boys: Rock Of Ages,Episode,16762,Oak Ridge Boys: Rock Of Ages,"GRAMMY-winning country music legends The Oak Ridge Boys bring to the stage their heartfelt renditions of 15 of their favorite hymns and gospel classics. Showcasing their unmistakable, four-part blends on “In the Sweet By and By,” “In the Garden,” “I Love to Tell the Story” and more timeless favorites, Duane, William Lee, Joe and Richard visit with longtime friend Bill Gaither, talk about their careers in country and gospel music and share what these classic hymns have meant to them for decades.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,87,2022-04-05 20:42,2024-08-14 12:01,2022-04-09 00:00,2024-08-13 00:00,,,TGHH_OAK_RIDGE_BOYS_ROCK_OF_AGES,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_OAK_RIDGE_BOYS_ROCK_OF_AGES.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,rec5xKIBgc63rPagd,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Collingsworth Family: Just Sing,Episode,16840,Collingsworth Family: Just Sing,"Gospel Music Hall of Famers the Gaither Vocal Band continue to raise the standard of benchmark harmonies with this uplifting special. Featuring innovative renditions of classic favorites as well as signature versions of new songs, That’s Gospel, Brother spotlights not only their individual talents but their seamless group blends. Showcasing several new up-tempo selections, this release captures the quintet’s stage energy and offers messages of hope and encouragement for life's challenges.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,94,2022-04-14 21:07,2024-08-14 12:01,2022-05-01 00:00,2024-08-13 00:00,,,TGHH_COLLINGSWORTH_JUST_SING,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_COLLINGSWORTH_JUST_SING.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recP5jTTmvj59SNGp,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Gaither Vocal Band: Let's Just Praise The Lord ,Episode,16841,Gaither Vocal Band: Let's Just Praise The Lord ,"Known for their unprecedented, award-winning harmonies, the legendary Gaither Vocal Band bring to life their unique renditions of some of the most popular praise and worship songs from the past two decades. Featuring soaring harmonies and reverent arrangements, these classic performances of “My Chains Are Gone,” “10,000 Reasons,” “Revelation Song” and more usher in a spirit of unity and surrender, inviting listeners to sing along and proclaim victory in our Savior.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,95,2022-04-14 21:07,2024-08-14 12:01,2022-05-07 00:00,2024-08-13 00:00,,,TGHH_GVB_LETS_JUST_PRAISE,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_GVB_LETS_JUST_PRAISE.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recwWl6bfJVQ6uCFy,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Reba McEntire - My Chains Are Gone: Hymns & Gospel Favorites,Episode,16842,Reba McEntire - My Chains Are Gone: Hymns & Gospel Favorites,"My Chains Are Gone is a collection of hymns and gospel favorites from Country music icon Reba McEntire. Featuring 12 tracks, the album is a mix of songs from Reba’s 2017 GRAMMY Award-winning release, Sing It Now: Songs Of Faith & Hope, combined with four brand-new selections including the beloved “The Lord’s Prayer” and “Because He Lives.” The CD includes an acoustic version of “Back To God” (featuring Lauren Daigle) which has never been available physically before now.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,91,2022-04-14 21:07,2024-08-14 12:01,2022-04-23 00:00,2024-08-13 00:00,,,TGHH_REBA_MY_CHAINS_ARE_GONE,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_REBA_MY_CHAINS_ARE_GONE.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recm6Aq7vR4N0EpdX,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Because He Lives,Episode,16859,Because He Lives,"Hosted by Mark Lowry, this takes viewers back in time to the beginnings of the Gaither music legacy. Featuring vintage footage from the early Bill Gaither Trio era -- as well as clips from more recent performances.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,89,2022-04-18 21:45,2024-08-14 12:01,2022-04-16 00:00,2024-08-13 00:00,,,TGHH_BECAUSE_HE_LIVES,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BECAUSE_HE_LIVES.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recQBvvk3D6LTsjih,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Best Of Ivan Parker,Episode,16938,Best Of Ivan Parker,"Ivan Parker is among the best-loved artists in gospel music. His contagious warmth and genuine love for gospel music gives every song he sings a unique personal touch that's all his own. Now, through this rare video experience hosted by Bill Gaither, Ivan's greatest performances from the Homecoming video series are mingled with never-before-seen footage, family photos and intimate conversations with Ivan about life, music and his enduring faith. The Best Of Ivan Parker features the songs you love to hear him sing and the reasons why he sings them, creating a keepsake that gospel music lovers will cherish for many years to come.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,92,2022-04-25 21:33,2024-08-14 12:01,2022-04-24 00:00,2024-08-13 00:00,,,TGHH_BEST_OF_IVAN_PARKER,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BEST_OF_IVAN_PARKER.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recz6EiJG8KiP1as5,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Josh Turner: I Serve A Savior,Episode,16956,Josh Turner: I Serve A Savior,"On the heels of a Billboard #1 country release in 2017, GRAMMY® nominee Josh Turner has just completed an all-new gospel CD  recording. Featuring some of his favorite hymns and hits such as “Long Black Train,” “Amazing Grace,” “I Saw The Light” and more, this gospel debut captures the heart and unmistakable voice of the faith-filled baritone.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,99,2022-04-27 21:49,2024-08-14 12:01,2022-05-21 00:00,2024-08-13 00:00,,,TGHH_JOSH_TURNER_SERVE_SAVIOR,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_JOSH_TURNER_SERVE_SAVIOR.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recjq6kGjgCZfD1L4,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Rory Feek: Gentle Man,Episode,16957,Rory Feek: Gentle Man,"Gentle Man is the first solo album from Grammy-award-winning artist Rory Feek (of Joey+Rory).  This release also marks Rory's first time back in the studio since losing his wife and country music collaborator, Joey, in 2016 to cancer.  This new collection of 14 songs and stories showcase music that has a unique honesty, empathy, and humble joy that only come from having traversed the peaks and valleys of a profound life experience.  And with the help of some of Nashville's finest players, the record achieves the organic purity of a bluegrass masterpiece as well as the raw emotional grit of an Americana classic.  Though the album is a solo project, Rory isn't singing alone.  Dolly Parton, Trisha Yearwood, Alison Krauss, Lee Ann Womack, Vince Gill, Ricky Skaggs, Sharon White, and Sonya Isaacs have all brought their familiar and iconic voices to join him on the audio recordings featured in these timelss songs.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,96,2022-04-27 21:49,2024-08-14 12:01,2022-05-08 00:00,2024-08-13 00:00,,,TGHH_RORY_FEEK_GENTLE_MAN,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_RORY_FEEK_GENTLE_MAN.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recplbad5muV9tzmd,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Amazing Grace,Episode,16997,Amazing Grace,"This powerful Homecoming gathering hosted by Bill and Gloria Gaither, offers a timeless treasury of the great hymns of the church that will continue to survive for generations to come.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,93,2022-04-29 21:05,2025-04-29 12:03,2022-04-30 00:00,2024-08-13 00:00,,,TGHH_AMAZING_GRACE,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_AMAZING_GRACE.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recGIAMFLeFT5r2L7,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Alan Jackson Precious Memories,Episode,17084,Alan Jackson Precious Memories,"Taped live at the historic Ryman Auditorium, “The Mother Church Of Country Music,” in Nashville, Tennessee, Alan Jackson delivers a powerful performance featuring songs from his very personal release Precious Memories. Showcasing his heartfelt renditions of some of the most popular hymns of the church including “How Great Thou Art,” “In The Garden,” “The Old Rugged Cross” and more, the release also features exclusive interviews with Alan, his mother and wife as he reflects on his musical roots.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,106,2022-05-09 21:36,2024-08-14 12:01,2022-06-18 00:00,2024-08-13 00:00,,,TGHH_ALAN_JACKSON_PREC_MEMS,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_ALAN_JACKSON_PREC_MEMS.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,reclARDoI2u2XLErw,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Brotherly Love,Episode,17085,Brotherly Love,"Individually Jimmy Fortune, Ben Isaacs, Bradley Walker and Mike Rogers are some of country and gospel music’s most respected singers and musicians.  Recording together these award-winning talents have created a masterpiece with their debut recording.  Performing “I’m So Lonesome I Could Cry,” “Go Rest High on that Mountain” and other classics, their seamless blends and intricate arrangements set a high bar musically, showcasing warm, inviting harmonies that mirror their long-time friendships.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,103,2022-05-09 21:36,2024-08-14 12:01,2022-06-04 00:00,2024-08-13 00:00,,,TGHH_BROTHERLY_LOVE,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BROTHERLY_LOVE.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recY1y1NRD3Gu1ImN,DELETE,genre:music series,Corco+,Duplicated
